,Time Control,Time Control Name,Time Control Mapped,Rating Difference,Opening ECO,Oppening Name,Opening Name Mapped,White's Number of Mistakes,Black's Number of Mistakes,Winner
17106,10 + 0,Rapid,2,-144,C50,Italian Game,4,3,4,White
17111,3 + 2,Blitz,1,59,C50,Italian Game,4,9,7,Black
17119,3 + 0,Blitz,1,15,C42,Petroff Defense,2,9,6,Black
17123,3 + 2,Blitz,1,-16,B20,Sicilian Defense,1,3,4,White
17154,30 + 25,Classic,3,128,C42,Petroff Defense,2,1,0,Black
17157,5 + 0,Blitz,1,-107,B20,Sicilian Defense,1,6,4,Black
17162,10 + 15,Rapid,2,-81,D00,Queen Pawn Game,3,0,2,White
17171,10 + 15,Rapid,2,-437,C42,Petroff Defense,2,1,2,White
17180,5 + 0,Blitz,1,7,C50,Italian Game,4,4,4,Black
17183,10 + 15,Rapid,2,-343,D00,Queen Pawn Game,3,1,0,Black
17185,10 + 0,Rapid,2,-454,B20,Sicilian Defense,1,4,2,Black
17189,3 + 2,Blitz,1,-361,D00,Queen Pawn Game,3,5,4,Black
17192,10 + 15,Rapid,2,-376,D00,Queen Pawn Game,3,0,1,White
17194,60 + 0,Classic,3,-274,C42,Petroff Defense,2,2,0,Black
17199,15 + 0,Rapid,2,34,C50,Italian Game,4,4,5,White
17211,10 + 15,Rapid,2,23,C50,Italian Game,4,2,6,Black
17227,10 + 15,Rapid,2,22,B20,Sicilian Defense,1,2,2,White
17249,15 + 0,Rapid,2,-219,D00,Queen Pawn Game,3,1,1,Black
17282,15 + 0,Rapid,2,169,D00,Queen Pawn Game,3,3,2,White
17292,10 + 0,Rapid,2,25,D00,Queen Pawn Game,3,5,2,Black
17293,3 + 0,Blitz,1,-38,D00,Queen Pawn Game,3,6,5,Black
17297,10 + 0,Rapid,2,-130,B20,Sicilian Defense,1,3,5,Black
17308,60 + 0,Classic,3,-19,C50,Italian Game,4,1,1,White
17309,5 + 0,Blitz,1,26,C50,Italian Game,4,5,3,Black
17310,3 + 2,Blitz,1,-15,D00,Queen Pawn Game,3,7,3,White
17311,30 + 0,Classic,3,36,D00,Queen Pawn Game,3,1,3,White
17318,5 + 5,Blitz,1,428,C42,Petroff Defense,2,4,5,White
17326,3 + 0,Blitz,1,-214,D00,Queen Pawn Game,3,7,3,Black
17331,10 + 15,Rapid,2,-65,C50,Italian Game,4,4,3,Draw
17347,10 + 15,Rapid,2,-123,C42,Petroff Defense,2,3,3,Black
17353,10 + 0,Rapid,2,8,C42,Petroff Defense,2,3,5,White
17354,10 + 0,Rapid,2,233,C50,Italian Game,4,1,3,White
17355,5 + 0,Blitz,1,151,C50,Italian Game,4,7,6,White
17367,15 + 0,Rapid,2,-23,B20,Sicilian Defense,1,1,2,White
17384,30 + 25,Classic,3,-1,D00,Queen Pawn Game,3,1,0,Black
17391,10 + 0,Rapid,2,120,D00,Queen Pawn Game,3,5,5,White
17407,15 + 0,Rapid,2,309,C42,Petroff Defense,2,0,3,White
17412,5 + 0,Blitz,1,-51,B20,Sicilian Defense,1,7,5,Black
17414,3 + 0,Blitz,1,-11,B20,Sicilian Defense,1,7,9,Black
17416,3 + 0,Blitz,1,28,D00,Queen Pawn Game,3,5,7,White
17417,3 + 0,Blitz,1,-294,B20,Sicilian Defense,1,8,7,White
17429,15 + 0,Rapid,2,-16,D00,Queen Pawn Game,3,3,2,White
17431,5 + 0,Blitz,1,28,D00,Queen Pawn Game,3,7,7,Black
17461,30 + 0,Classic,3,-41,B20,Sicilian Defense,1,0,2,White
17465,10 + 0,Rapid,2,-12,B20,Sicilian Defense,1,4,3,Black
17466,3 + 0,Blitz,1,137,C42,Petroff Defense,2,6,4,Black
17478,10 + 15,Rapid,2,146,C50,Italian Game,4,3,0,Black
17490,10 + 0,Rapid,2,341,C50,Italian Game,4,1,0,Black
17500,10 + 15,Rapid,2,5,D00,Queen Pawn Game,3,4,3,Black
17501,15 + 0,Rapid,2,43,B20,Sicilian Defense,1,2,4,White
17502,5 + 5,Blitz,1,-10,B20,Sicilian Defense,1,5,5,Black
17505,10 + 0,Rapid,2,282,C50,Italian Game,4,3,4,Black
17523,15 + 0,Rapid,2,24,C50,Italian Game,4,0,2,White
17527,3 + 0,Blitz,1,373,C42,Petroff Defense,2,6,7,White
17529,3 + 2,Blitz,1,231,D00,Queen Pawn Game,3,9,7,White
17532,15 + 0,Rapid,2,74,C42,Petroff Defense,2,1,2,White
17552,10 + 15,Rapid,2,5,C50,Italian Game,4,4,2,Draw
17562,60 + 10,Classic,3,-166,D00,Queen Pawn Game,3,2,1,Black
17563,10 + 0,Rapid,2,-19,D00,Queen Pawn Game,3,4,1,White
17575,30 + 0,Classic,3,0,D00,Queen Pawn Game,3,0,2,White
17581,15 + 0,Rapid,2,66,C42,Petroff Defense,2,0,1,White
17591,15 + 0,Rapid,2,24,C50,Italian Game,4,0,4,White
17592,10 + 15,Rapid,2,-139,D00,Queen Pawn Game,3,5,5,Black
17601,3 + 2,Blitz,1,-126,D00,Queen Pawn Game,3,5,6,Black
17602,3 + 2,Blitz,1,-166,C50,Italian Game,4,10,7,Black
17618,60 + 10,Classic,3,-21,B20,Sicilian Defense,1,0,1,White
17627,15 + 0,Rapid,2,-17,D00,Queen Pawn Game,3,2,1,Black
17651,10 + 15,Rapid,2,-31,C50,Italian Game,4,3,1,Black
17655,3 + 2,Blitz,1,-321,D00,Queen Pawn Game,3,6,5,Black
17696,10 + 15,Rapid,2,203,C50,Italian Game,4,3,5,White
17701,10 + 15,Rapid,2,-750,B20,Sicilian Defense,1,7,4,Black
17712,3 + 0,Blitz,1,-101,C50,Italian Game,4,9,7,Black
17714,3 + 0,Blitz,1,246,C42,Petroff Defense,2,5,7,White
17728,10 + 15,Rapid,2,-502,C50,Italian Game,4,1,0,Black
17748,60 + 10,Classic,3,-107,C50,Italian Game,4,1,3,White
17750,5 + 0,Blitz,1,-2,D00,Queen Pawn Game,3,2,4,White
17754,10 + 0,Rapid,2,-250,C42,Petroff Defense,2,3,1,Black
17766,10 + 0,Rapid,2,194,D00,Queen Pawn Game,3,2,3,White
17770,30 + 25,Classic,3,-341,C50,Italian Game,4,3,1,Black
17771,3 + 2,Blitz,1,261,D00,Queen Pawn Game,3,10,10,White
17801,30 + 0,Classic,3,195,D00,Queen Pawn Game,3,0,0,White
17810,3 + 2,Blitz,1,32,B20,Sicilian Defense,1,5,6,White
17815,10 + 0,Rapid,2,206,C42,Petroff Defense,2,2,0,Black
17835,5 + 5,Blitz,1,-361,B20,Sicilian Defense,1,8,3,Black
17854,5 + 0,Blitz,1,255,C50,Italian Game,4,8,6,White
17859,30 + 25,Classic,3,244,C42,Petroff Defense,2,0,2,White
17863,5 + 0,Blitz,1,-128,B20,Sicilian Defense,1,5,7,White
17867,3 + 2,Blitz,1,-12,B20,Sicilian Defense,1,13,8,White
17870,30 + 0,Classic,3,-52,D00,Queen Pawn Game,3,1,0,Black
17872,5 + 5,Blitz,1,2,D00,Queen Pawn Game,3,7,5,Black
17881,5 + 5,Blitz,1,29,C50,Italian Game,4,9,8,Black
17890,3 + 2,Blitz,1,107,B20,Sicilian Defense,1,6,7,White
17891,5 + 0,Blitz,1,-79,B20,Sicilian Defense,1,8,8,White
17892,15 + 0,Rapid,2,-20,C42,Petroff Defense,2,3,3,Black
17909,3 + 0,Blitz,1,9,D00,Queen Pawn Game,3,5,5,White
17910,15 + 0,Rapid,2,42,D00,Queen Pawn Game,3,4,2,White
17913,3 + 2,Blitz,1,-260,D00,Queen Pawn Game,3,7,6,White
17925,3 + 0,Blitz,1,18,C50,Italian Game,4,2,7,White
17938,5 + 5,Blitz,1,11,D00,Queen Pawn Game,3,6,6,Black
17940,10 + 15,Rapid,2,64,B20,Sicilian Defense,1,1,2,White
17941,3 + 0,Blitz,1,-54,D00,Queen Pawn Game,3,5,2,Black
17943,60 + 10,Classic,3,-22,D00,Queen Pawn Game,3,4,0,Black
17944,3 + 2,Blitz,1,7,B20,Sicilian Defense,1,5,8,White
17953,15 + 0,Rapid,2,124,D00,Queen Pawn Game,3,3,1,Black
17969,10 + 0,Rapid,2,316,B20,Sicilian Defense,1,0,2,White
17974,10 + 0,Rapid,2,-22,C42,Petroff Defense,2,3,1,Black
17991,10 + 0,Rapid,2,35,D00,Queen Pawn Game,3,3,1,Black
18015,10 + 15,Rapid,2,39,C42,Petroff Defense,2,6,5,White
18024,10 + 15,Rapid,2,-35,D00,Queen Pawn Game,3,4,5,White
18030,10 + 0,Rapid,2,84,B20,Sicilian Defense,1,3,1,White
18061,10 + 0,Rapid,2,235,D00,Queen Pawn Game,3,2,1,Black
18071,30 + 25,Classic,3,194,C50,Italian Game,4,3,0,Black
18078,3 + 0,Blitz,1,-190,D00,Queen Pawn Game,3,10,6,Black
18079,3 + 0,Blitz,1,-456,D00,Queen Pawn Game,3,7,5,Black
18088,15 + 0,Rapid,2,370,D00,Queen Pawn Game,3,3,3,White
18091,15 + 0,Rapid,2,15,D00,Queen Pawn Game,3,1,1,White
18109,3 + 2,Blitz,1,-75,B20,Sicilian Defense,1,7,2,Black
18115,5 + 0,Blitz,1,57,C50,Italian Game,4,6,5,White
18135,3 + 2,Blitz,1,-376,D00,Queen Pawn Game,3,9,10,White
18147,15 + 0,Rapid,2,14,B20,Sicilian Defense,1,1,3,White
18148,3 + 0,Blitz,1,-96,B20,Sicilian Defense,1,11,7,Black
18158,10 + 15,Rapid,2,28,D00,Queen Pawn Game,3,2,4,White
18166,3 + 2,Blitz,1,-82,D00,Queen Pawn Game,3,10,10,White
18167,5 + 5,Blitz,1,-40,C50,Italian Game,4,5,5,Black
18172,5 + 5,Blitz,1,-13,D00,Queen Pawn Game,3,4,4,White
18175,10 + 0,Rapid,2,-24,C50,Italian Game,4,2,7,White
18192,10 + 15,Rapid,2,124,C50,Italian Game,4,1,2,White
18193,5 + 0,Blitz,1,56,B20,Sicilian Defense,1,6,6,White
18212,10 + 0,Rapid,2,13,B20,Sicilian Defense,1,3,5,White
18228,15 + 0,Rapid,2,-138,C42,Petroff Defense,2,4,6,White
18237,5 + 5,Blitz,1,-1,B20,Sicilian Defense,1,6,5,Black
18253,10 + 0,Rapid,2,15,B20,Sicilian Defense,1,3,3,Black
18255,10 + 0,Rapid,2,145,D00,Queen Pawn Game,3,1,4,White
18266,3 + 2,Blitz,1,166,B20,Sicilian Defense,1,5,6,Draw
18287,15 + 0,Rapid,2,-306,B20,Sicilian Defense,1,6,3,Black
18288,10 + 15,Rapid,2,-156,D00,Queen Pawn Game,3,5,1,Black
18305,10 + 15,Rapid,2,-154,B20,Sicilian Defense,1,4,2,Black
18311,60 + 0,Classic,3,266,C50,Italian Game,4,0,2,White
18328,5 + 0,Blitz,1,74,B20,Sicilian Defense,1,7,2,Black
18337,10 + 0,Rapid,2,264,D00,Queen Pawn Game,3,2,2,White
18341,5 + 0,Blitz,1,-300,C42,Petroff Defense,2,9,9,White
18374,5 + 0,Blitz,1,-125,B20,Sicilian Defense,1,4,6,White
18380,10 + 0,Rapid,2,24,C50,Italian Game,4,2,3,White
18404,5 + 5,Blitz,1,13,C42,Petroff Defense,2,3,3,Black
18424,15 + 0,Rapid,2,-4,D00,Queen Pawn Game,3,2,4,White
18454,30 + 0,Classic,3,342,B20,Sicilian Defense,1,1,0,Black
